"CellType","marker"
"dendritic cell","FES"
"dendritic cell","CHAF1A"
"dendritic cell","TMSB4X"
"dendritic cell","ACTB"
"dendritic cell","SNX3"
"dendritic cell","CMTM6"
"dendritic cell","VASP"
"dendritic cell","RPS6KA4"
"dendritic cell","HPS5"
"dendritic cell","ZMYND15"
"dendritic cell","PPP1R14B"
"dendritic cell","ACTR2"
"dendritic cell","TET2"
"dendritic cell","GNA13"
"dendritic cell","RIPK2"
"dendritic cell","MAP2K1"
"dendritic cell","SHD"
"dendritic cell","APOBEC3A"
"dendritic cell","REPIN1"
"dendritic cell","CD72"
"dendritic cell","RELT"
"dendritic cell","ADORA3"
"dendritic cell","GHRL"
"dendritic cell","SIGLEC9"
"dendritic cell","TVP23A"
"dendritic cell","SLC37A2"
"dendritic cell","SH3D21"
"dendritic cell","PLB1"
"dendritic cell","PLA2G7"
"dendritic cell","GAS2L3"
"dendritic cell","MMP19"
"dendritic cell","CD180"
"dendritic cell","VASH2"
"dendritic cell","KMO"
"dendritic cell","CHRNE"
"dendritic cell","FLT1"
"dendritic cell","DOK3"
"dendritic cell","PDGFB"
"dendritic cell","CNFN"
"dendritic cell","MMP9"
"dendritic cell","FCGBP"
"dendritic cell","GPR34"
"dendritic cell","HHEX"
"dendritic cell","EMILIN2"
"dendritic cell","TMEM8B"
"dendritic cell","IMPA2"
"dendritic cell","NRROS"
"dendritic cell","FILIP1L"
"dendritic cell","B3GNT5"
"dendritic cell","PIK3AP1"
"dendritic cell","SEMA7A"
"dendritic cell","TNFAIP8L2"
"dendritic cell","PTGDS"
"dendritic cell","CCR7"
"dendritic cell","PLXDC2"
"dendritic cell","DAB2"
"dendritic cell","PLAU"
"dendritic cell","RGS12"
"dendritic cell","HNMT"
"dendritic cell","AOAH"
"dendritic cell","RBM47"
"dendritic cell","FGD4"
"dendritic cell","TNFRSF21"
"dendritic cell","PLXNB2"
"dendritic cell","HDAC9"
"dendritic cell","TBC1D9"
"dendritic cell","PSTPIP2"
"dendritic cell","TUBA1B"
"dendritic cell","REL"
"dendritic cell","NAP1L1"
"dendritic cell","PLSCR1"
"dendritic cell","SLC20A1"
"dendritic cell","MYBL2"
"dendritic cell","SUMO3"
"dendritic cell","PTPN1"
"dendritic cell","MALT1"
"dendritic cell","ZFAT"
"dendritic cell","CHML"
"dendritic cell","UNC119"
"dendritic cell","YIF1B"
"dendritic cell","UCHL3"
"dendritic cell","TPMT"
"dendritic cell","RAB4B"
"dendritic cell","PACSIN1"
"dendritic cell","MICAL1"
"dendritic cell","NUBP1"
"dendritic cell","SLC12A9"
"dendritic cell","MED26"
"dendritic cell","ZNF672"
"dendritic cell","BRI3BP"
"dendritic cell","THG1L"
"dendritic cell","SRC"
"dendritic cell","C17orf107"
"dendritic cell","TIGD3"
"dendritic cell","CYYR1"
"dendritic cell","ABHD15"
"dendritic cell","SFTPD"
"dendritic cell","PPM1N"
"dendritic cell","GLT1D1"
"dendritic cell","SLC35F3"
"dendritic cell","DNAJC5B"
"dendritic cell","SLC15A4"
"dendritic cell","HAMP"
"dendritic cell","NFAM1"
"dendritic cell","PRR11"
"dendritic cell","TRPM2"
"dendritic cell","LINC00528"
"dendritic cell","LACC1"
"dendritic cell","NIPSNAP3B"
"dendritic cell","XYLT1"
"dendritic cell","GRAMD1B"
"dendritic cell","AURKB"
"dendritic cell","ENHO"
"dendritic cell","SEMA6B"
"dendritic cell","SLC16A10"
"dendritic cell","MYB"
"dendritic cell","SECTM1"
"dendritic cell","GCSAM"
"dendritic cell","CASS4"
"dendritic cell","ZBTB46"
"dendritic cell","EIF3C"
"dendritic cell","ZEB2-AS1"
"dendritic cell","FAM72A"
"dendritic cell","ASGR1"
"dendritic cell","CCR1"
"dendritic cell","ZNF296"
"dendritic cell","LINC00877"
"dendritic cell","MREG"
"dendritic cell","RMI2"
"dendritic cell","IRAK2"
"dendritic cell","GBGT1"
"dendritic cell","AFF3"
"dendritic cell","CA2"
"dendritic cell","OSM"
"dendritic cell","C3AR1"
"dendritic cell","SUSD1"
"dendritic cell","BCAT1"
"dendritic cell","MILR1"
"dendritic cell","RTN1"
"dendritic cell","MAP1A"
"dendritic cell","RASGRP3"
"dendritic cell","DAPP1"
"dendritic cell","MAFB"
"dendritic cell","SULF2"
"dendritic cell","TMEM176A"
"dendritic cell","FSCN1"
"dendritic cell","HBEGF"
"dendritic cell","RAB34"
"dendritic cell","CD40"
"dendritic cell","CTNND1"
"effector memory CD4-positive, alpha-beta T cell","RPS27"
"effector memory CD4-positive, alpha-beta T cell","RPLP2"
"effector memory CD4-positive, alpha-beta T cell","CCL5"
"effector memory CD4-positive, alpha-beta T cell","IL32"
"effector memory CD4-positive, alpha-beta T cell","CXCR4"
"effector memory CD4-positive, alpha-beta T cell","CD52"
"effector memory CD4-positive, alpha-beta T cell","GZMA"
"effector memory CD4-positive, alpha-beta T cell","RORA"
"effector memory CD4-positive, alpha-beta T cell","KLRB1"
"effector memory CD4-positive, alpha-beta T cell","CD2"
"effector memory CD4-positive, alpha-beta T cell","IL7R"
"effector memory CD4-positive, alpha-beta T cell","TNFAIP3"
"effector memory CD4-positive, alpha-beta T cell","LEPROTL1"
"effector memory CD4-positive, alpha-beta T cell","TRAT1"
"effector memory CD4-positive, alpha-beta T cell","CD40LG"
"effector memory CD4-positive, alpha-beta T cell","RPL13"
"effector memory CD4-positive, alpha-beta T cell","RPS12"
"effector memory CD4-positive, alpha-beta T cell","RPS29"
"effector memory CD4-positive, alpha-beta T cell","RPS15A"
"effector memory CD4-positive, alpha-beta T cell","RPS3"
"effector memory CD4-positive, alpha-beta T cell","RPL28"
"effector memory CD4-positive, alpha-beta T cell","RPS25"
"effector memory CD4-positive, alpha-beta T cell","BTG1"
"effector memory CD4-positive, alpha-beta T cell","CD3D"
"effector memory CD4-positive, alpha-beta T cell","CD3E"
"effector memory CD4-positive, alpha-beta T cell","CD3G"
"effector memory CD4-positive, alpha-beta T cell","SPOCK2"
"effector memory CD4-positive, alpha-beta T cell","ICOS"
"effector memory CD4-positive, alpha-beta T cell","GPR171"
"effector memory CD4-positive, alpha-beta T cell","CD6"
"effector memory CD4-positive, alpha-beta T cell","CD5"
"effector memory CD4-positive, alpha-beta T cell","TNFRSF25"
"effector memory CD4-positive, alpha-beta T cell","CD28"
"effector memory CD4-positive, alpha-beta T cell","RPL34"
"effector memory CD4-positive, alpha-beta T cell","RPL21"
"effector memory CD4-positive, alpha-beta T cell","RPS27A"
"effector memory CD4-positive, alpha-beta T cell","RPL23A"
"effector memory CD4-positive, alpha-beta T cell","RPSA"
"effector memory CD4-positive, alpha-beta T cell","ZFP36L2"
"effector memory CD4-positive, alpha-beta T cell","CD7"
"effector memory CD4-positive, alpha-beta T cell","EVL"
"effector memory CD4-positive, alpha-beta T cell","LCK"
"effector memory CD4-positive, alpha-beta T cell","CD247"
"effector memory CD4-positive, alpha-beta T cell","PPP2R5C"
"effector memory CD4-positive, alpha-beta T cell","GZMM"
"effector memory CD4-positive, alpha-beta T cell","CD96"
"effector memory CD4-positive, alpha-beta T cell","SH2D2A"
"effector memory CD4-positive, alpha-beta T cell","SH2D1A"
"effector memory CD4-positive, alpha-beta T cell","ZAP70"
"effector memory CD4-positive, alpha-beta T cell","STAT4"
"effector memory CD4-positive, alpha-beta T cell","BCL11B"
"effector memory CD4-positive, alpha-beta T cell","ITK"
"effector memory CD4-positive, alpha-beta T cell","TC2N"
"effector memory CD4-positive, alpha-beta T cell","SCML4"
"effector memory CD4-positive, alpha-beta T cell","B2M"
"effector memory CD4-positive, alpha-beta T cell","RPLP1"
"effector memory CD4-positive, alpha-beta T cell","RPL13A"
"effector memory CD4-positive, alpha-beta T cell","RPL31"
"effector memory CD4-positive, alpha-beta T cell","RPL14"
"effector memory CD4-positive, alpha-beta T cell","LTB"
"effector memory CD4-positive, alpha-beta T cell","CD69"
"effector memory CD4-positive, alpha-beta T cell","ANXA1"
"effector memory CD4-positive, alpha-beta T cell","FYN"
"effector memory CD4-positive, alpha-beta T cell","CD27"
"effector memory CD4-positive, alpha-beta T cell","BATF"
"effector memory CD4-positive, alpha-beta T cell","STK17A"
"effector memory CD4-positive, alpha-beta T cell","ACAP1"
"effector memory CD4-positive, alpha-beta T cell","CLEC2D"
"effector memory CD4-positive, alpha-beta T cell","GIMAP7"
"effector memory CD4-positive, alpha-beta T cell","LAT"
"effector memory CD4-positive, alpha-beta T cell","IL2RB"
"effector memory CD4-positive, alpha-beta T cell","PTGER4"
"effector memory CD4-positive, alpha-beta T cell","SKAP1"
"effector memory CD4-positive, alpha-beta T cell","AAK1"
"effector memory CD4-positive, alpha-beta T cell","PDCD4"
"effector memory CD4-positive, alpha-beta T cell","PYHIN1"
"effector memory CD4-positive, alpha-beta T cell","FLT3LG"
"effector memory CD4-positive, alpha-beta T cell","RCAN3"
"effector memory CD4-positive, alpha-beta T cell","LINC00861"
"effector memory CD4-positive, alpha-beta T cell","TMSB4X"
"effector memory CD4-positive, alpha-beta T cell","RPL32"
"effector memory CD4-positive, alpha-beta T cell","RPL11"
"effector memory CD4-positive, alpha-beta T cell","HLA-C"
"effector memory CD4-positive, alpha-beta T cell","RPL36"
"effector memory CD4-positive, alpha-beta T cell","RPL38"
"effector memory CD4-positive, alpha-beta T cell","GPR183"
"effector memory CD4-positive, alpha-beta T cell","FKBP11"
"effector memory CD4-positive, alpha-beta T cell","PTPRC"
"effector memory CD4-positive, alpha-beta T cell","FXYD5"
"effector memory CD4-positive, alpha-beta T cell","IL2RG"
"effector memory CD4-positive, alpha-beta T cell","CCR7"
"effector memory CD4-positive, alpha-beta T cell","TUBA4A"
"effector memory CD4-positive, alpha-beta T cell","PIK3IP1"
"effector memory CD4-positive, alpha-beta T cell","TBC1D10C"
"effector memory CD4-positive, alpha-beta T cell","ETS1"
"effector memory CD4-positive, alpha-beta T cell","SIT1"
"effector memory CD4-positive, alpha-beta T cell","SYTL3"
"effector memory CD4-positive, alpha-beta T cell","CD4"
"effector memory CD4-positive, alpha-beta T cell","PRKCH"
"effector memory CD4-positive, alpha-beta T cell","EML4"
"effector memory CD4-positive, alpha-beta T cell","PBXIP1"
"effector memory CD4-positive, alpha-beta T cell","EMB"
"effector memory CD4-positive, alpha-beta T cell","OXNAD1"
"effector memory CD4-positive, alpha-beta T cell","CAMK4"
"effector memory CD4-positive, alpha-beta T cell","CCR6"
"effector memory CD4-positive, alpha-beta T cell","RPL10"
"effector memory CD4-positive, alpha-beta T cell","RPL39"
"effector memory CD4-positive, alpha-beta T cell","RPL9"
"effector memory CD4-positive, alpha-beta T cell","RPL35A"
"effector memory CD4-positive, alpha-beta T cell","S100A4"
"effector memory CD4-positive, alpha-beta T cell","SH3BGRL3"
"effector memory CD4-positive, alpha-beta T cell","TSC22D3"
"effector memory CD4-positive, alpha-beta T cell","ALOX5AP"
"effector memory CD4-positive, alpha-beta T cell","CORO1A"
"effector memory CD4-positive, alpha-beta T cell","CST7"
"effector memory CD4-positive, alpha-beta T cell","ISG20"
"effector memory CD4-positive, alpha-beta T cell","SAMSN1"
"effector memory CD4-positive, alpha-beta T cell","CYTIP"
"effector memory CD4-positive, alpha-beta T cell","ITM2A"
"effector memory CD4-positive, alpha-beta T cell","ARHGAP15"
"effector memory CD4-positive, alpha-beta T cell","RHOH"
"effector memory CD4-positive, alpha-beta T cell","OCIAD2"
"effector memory CD4-positive, alpha-beta T cell","GIMAP4"
"effector memory CD4-positive, alpha-beta T cell","PRDM1"
"effector memory CD4-positive, alpha-beta T cell","RUNX3"
"effector memory CD4-positive, alpha-beta T cell","GATA3"
"effector memory CD4-positive, alpha-beta T cell","ARHGEF1"
"effector memory CD4-positive, alpha-beta T cell","GRAP2"
"effector memory CD4-positive, alpha-beta T cell","MGAT4A"
"effector memory CD4-positive, alpha-beta T cell","S1PR4"
"effector memory CD4-positive, alpha-beta T cell","RNF125"
"effector memory CD4-positive, alpha-beta T cell","RASGRP1"
"effector memory CD4-positive, alpha-beta T cell","TESPA1"
"effector memory CD4-positive, alpha-beta T cell","PTGER2"
"effector memory CD4-positive, alpha-beta T cell","RGL4"
"effector memory CD4-positive, alpha-beta T cell","PBX4"
"effector memory CD4-positive, alpha-beta T cell","RPS14"
"effector memory CD4-positive, alpha-beta T cell","RPL18A"
"effector memory CD4-positive, alpha-beta T cell","RPL3"
"effector memory CD4-positive, alpha-beta T cell","RPL30"
"effector memory CD4-positive, alpha-beta T cell","RPS28"
"effector memory CD4-positive, alpha-beta T cell","RPL27A"
"effector memory CD4-positive, alpha-beta T cell","HLA-A"
"effector memory CD4-positive, alpha-beta T cell","RPS16"
"effector memory CD4-positive, alpha-beta T cell","RPS20"
"effector memory CD4-positive, alpha-beta T cell","RPL10A"
"effector memory CD4-positive, alpha-beta T cell","RGS1"
"effector memory CD4-positive, alpha-beta T cell","RPL27"
"effector memory CD4-positive, alpha-beta T cell","CREM"
"effector memory CD4-positive, alpha-beta T cell","KLF6"
"effector memory CD4-positive, alpha-beta T cell","RAC2"
"effector memory CD4-positive, alpha-beta T cell","GMFG"
"effector memory CD4-positive, alpha-beta T cell","ITGB2"
"effector memory CD4-positive, alpha-beta T cell","YPEL5"
"effector memory CD4-positive, alpha-beta T cell","HOPX"
"effector memory CD4-positive, alpha-beta T cell","STK4"
"effector memory CD4-positive, alpha-beta T cell","ARL4C"
"effector memory CD4-positive, alpha-beta T cell","TRAF3IP3"
"effector memory CD4-positive, alpha-beta T cell","SOCS1"
"effector memory CD4-positive, alpha-beta T cell","DOK2"
"effector memory CD4-positive, alpha-beta T cell","LEF1"
"effector memory CD4-positive, alpha-beta T cell","CNOT6L"
"effector memory CD4-positive, alpha-beta T cell","SUSD3"
"effector memory CD4-positive, alpha-beta T cell","CORO1B"
"effector memory CD4-positive, alpha-beta T cell","SC5D"
"effector memory CD4-positive, alpha-beta T cell","RPS19"
"effector memory CD4-positive, alpha-beta T cell","LYAR"
"effector memory CD4-positive, alpha-beta T cell","CPNE7"
"effector memory CD4-positive, alpha-beta T cell","RPS6"
"effector memory CD4-positive, alpha-beta T cell","RPL18"
"effector memory CD4-positive, alpha-beta T cell","TNFRSF4"
"effector memory CD4-positive, alpha-beta T cell","XCL1"
"effector memory CD4-positive, alpha-beta T cell","FAM177A1"
"effector memory CD4-positive, alpha-beta T cell","TCF7"
"effector memory CD4-positive, alpha-beta T cell","PLK3"
"effector memory CD4-positive, alpha-beta T cell","APOBEC3H"
"effector memory CD4-positive, alpha-beta T cell","FBLN7"
"effector memory CD4-positive, alpha-beta T cell","RPS18"
"effector memory CD4-positive, alpha-beta T cell","TPT1"
"effector memory CD4-positive, alpha-beta T cell","RPL35"
"effector memory CD4-positive, alpha-beta T cell","TXNIP"
"effector memory CD4-positive, alpha-beta T cell","CRIP1"
"effector memory CD4-positive, alpha-beta T cell","APOBEC3G"
"effector memory CD4-positive, alpha-beta T cell","MAL"
"effector memory CD4-positive, alpha-beta T cell","AQP3"
"effector memory CD4-positive, alpha-beta T cell","PTPN22"
"effector memory CD4-positive, alpha-beta T cell","ODF2L"
"effector memory CD4-positive, alpha-beta T cell","TTC39C"
"effector memory CD4-positive, alpha-beta T cell","TXK"
"effector memory CD4-positive, alpha-beta T cell","ATG2A"
"effector memory CD4-positive, alpha-beta T cell","AP3M2"
"effector memory CD4-positive, alpha-beta T cell","RPL41"
"effector memory CD4-positive, alpha-beta T cell","RPL19"
"effector memory CD4-positive, alpha-beta T cell","RPS17"
"effector memory CD4-positive, alpha-beta T cell","RPL6"
"effector memory CD4-positive, alpha-beta T cell","RPS21"
"effector memory CD4-positive, alpha-beta T cell","HLA-E"
"effector memory CD4-positive, alpha-beta T cell","EEF1D"
"effector memory CD4-positive, alpha-beta T cell","TOMM7"
"effector memory CD4-positive, alpha-beta T cell","DUSP4"
"effector memory CD4-positive, alpha-beta T cell","CCL20"
"effector memory CD4-positive, alpha-beta T cell","TNFRSF18"
"effector memory CD4-positive, alpha-beta T cell","RNF19A"
"effector memory CD4-positive, alpha-beta T cell","GSTK1"
"effector memory CD4-positive, alpha-beta T cell","NOSIP"
"effector memory CD4-positive, alpha-beta T cell","GNG2"
"effector memory CD4-positive, alpha-beta T cell","TNFAIP8"
"effector memory CD4-positive, alpha-beta T cell","G3BP2"
"effector memory CD4-positive, alpha-beta T cell","SIRPG"
"effector memory CD4-positive, alpha-beta T cell","DENND2D"
"effector memory CD4-positive, alpha-beta T cell","PARP8"
"effector memory CD4-positive, alpha-beta T cell","ERN1"
"effector memory CD4-positive, alpha-beta T cell","TMIGD2"
"effector memory CD4-positive, alpha-beta T cell","MAF"
"effector memory CD4-positive, alpha-beta T cell","SAMD3"
"effector memory CD4-positive, alpha-beta T cell","LPIN2"
"effector memory CD4-positive, alpha-beta T cell","TNFSF14"
"effector memory CD4-positive, alpha-beta T cell","DPP4"
"effector memory CD4-positive, alpha-beta T cell","ARHGDIB"
"effector memory CD4-positive, alpha-beta T cell","CTSW"
"effector memory CD4-positive, alpha-beta T cell","SLA"
"effector memory CD4-positive, alpha-beta T cell","BIN2"
"effector memory CD4-positive, alpha-beta T cell","PDE4D"
"effector memory CD4-positive, alpha-beta T cell","PIM1"
"effector memory CD4-positive, alpha-beta T cell","DEF6"
"effector memory CD4-positive, alpha-beta T cell","RASAL3"
"effector memory CD4-positive, alpha-beta T cell","KLRG1"
"effector memory CD4-positive, alpha-beta T cell","LINC00649"
"effector memory CD4-positive, alpha-beta T cell","TNFSF8"
"effector memory CD4-positive, alpha-beta T cell","IL4I1"
"effector memory CD4-positive, alpha-beta T cell","NELL2"
"effector memory CD4-positive, alpha-beta T cell","CXCR3"
"effector memory CD4-positive, alpha-beta T cell","ANXA2R"
"effector memory CD4-positive, alpha-beta T cell","IPCEF1"
"effector memory CD4-positive, alpha-beta T cell","FGD3"
"effector memory CD4-positive, alpha-beta T cell","PTPN7"
"effector memory CD4-positive, alpha-beta T cell","IKZF1"
"effector memory CD4-positive, alpha-beta T cell","PSTPIP1"
